municipio;uf;bioma
PLATINA;SP;Cerrado
PONTES GESTAL;SP;Cerrado
PORANGABA;SP;Cerrado
PORTO FERREIRA;SP;Cerrado
PRADÓPOLIS;SP;Cerrado
PRATÂNIA;SP;Cerrado
PRESIDENTE BERNARDES;SP;Cerrado
QUATÁ;SP;Cerrado
RANCHARIA;SP;Cerrado
REGENTE FEIJÓ;SP;Cerrado
REGINÓPOLIS;SP;Cerrado
RESTINGA;SP;Cerrado
RIBEIRÃO BRANCO;SP;Cerrado
RIBEIRÃO CORRENTE;SP;Cerrado
RIBEIRÃO DO SUL;SP;Cerrado
RIFAINA;SP;Cerrado
RINCÃO;SP;Cerrado
RIO CLARO;SP;Cerrado
RIOLÂNDIA;SP;Cerrado
RUBINÉIA;SP;Cerrado
SALES OLIVEIRA;SP;Cerrado
SANDOVALINA;SP;Cerrado
SANTA CLARA D'OESTE;SP;Cerrado
SANTA CRUZ DA CONCEIÇÃO;SP;Cerrado
SANTA CRUZ DA ESPERANÇA;SP;Cerrado
SANTA CRUZ DAS PALMEIRAS;SP;Cerrado
SANTA CRUZ DO RIO PARDO;SP;Cerrado
SANTA LÚCIA;SP;Cerrado
SANTA ROSA DE VITERBO;SP;Cerrado
SANTO ANTÔNIO DA ALEGRIA;SP;Cerrado
SARAPUÍ;SP;Cerrado
SERRANA;SP;Cerrado
SÃO CARLOS;SP;Cerrado
SÃO JOAQUIM DA BARRA;SP;Cerrado
SÃO JOSÉ DA BELA VISTA;SP;Cerrado
SÃO PEDRO DO TURVO;SP;Cerrado
TABATINGA;SP;Cerrado
TACIBA;SP;Cerrado
TAIÚVA;SP;Cerrado
TAMBAÚ;SP;Cerrado
TANABI;SP;Cerrado
TAQUARAL;SP;Cerrado
TAQUARITUBA;SP;Cerrado
TAQUARIVAÍ;SP;Cerrado
TARABAI;SP;Cerrado
TARUMÃ;SP;Cerrado
TEJUPÁ;SP;Cerrado
TERRA ROXA;SP;Cerrado
TORRINHA;SP;Cerrado
TRABIJU;SP;Cerrado
UBIRAJARA;SP;Cerrado
VARGEM GRANDE DO SUL;SP;Cerrado
VIRADOURO;SP;Cerrado
ÁGUAS DE SÃO PEDRO;SP;Cerrado
ÁLVARES FLORENCE;SP;Cerrado
ÓLEO;SP;Cerrado
AGUIARNÓPOLIS;TO;Cerrado
ALIANÇA DO TOCANTINS;TO;Cerrado
ALVORADA;TO;Cerrado
ANANÁS;TO;Cerrado
ANGICO;TO;Cerrado
ARAGUATINS;TO;Cerrado
ARAGUAÇU;TO;Cerrado
ARRAIAS;TO;Cerrado
AUGUSTINÓPOLIS;TO;Cerrado
AXIXÁ DO TOCANTINS;TO;Cerrado
BANDEIRANTES DO TOCANTINS;TO;Cerrado
BARRA DO OURO;TO;Cerrado
BARROLÂNDIA;TO;Cerrado
BOM JESUS DO TOCANTINS;TO;Cerrado
BRASILÂNDIA DO TOCANTINS;TO;Cerrado
BREJINHO DE NAZARÉ;TO;Cerrado
CACHOEIRINHA;TO;Cerrado
CAMPOS LINDOS;TO;Cerrado
CARIRI DO TOCANTINS;TO;Cerrado
CENTENÁRIO;TO;Cerrado
CHAPADA DA NATIVIDADE;TO;Cerrado
COLINAS DO TOCANTINS;TO;Cerrado
COLMÉIA;TO;Cerrado
COMBINADO;TO;Cerrado
CONCEIÇÃO DO TOCANTINS;TO;Cerrado
COUTO MAGALHÃES;TO;Cerrado
CRISTALÂNDIA;TO;Cerrado
CRIXÁS DO TOCANTINS;TO;Cerrado
DARCINÓPOLIS;TO;Cerrado
DUERÉ;TO;Cerrado
FIGUEIRÓPOLIS;TO;Cerrado
FÁTIMA;TO;Cerrado
GOIANORTE;TO;Cerrado
GOIATINS;TO;Cerrado
GUARAÍ;TO;Cerrado
GURUPI;TO;Cerrado
IPUEIRAS;TO;Cerrado
ITACAJÁ;TO;Cerrado
ITAGUATINS;TO;Cerrado
ITAPIRATINS;TO;Cerrado
JAÚ DO TOCANTINS;TO;Cerrado
JUARINA;TO;Cerrado
LAGOA DO TOCANTINS;TO;Cerrado
LAVANDEIRA;TO;Cerrado
LUZINÓPOLIS;TO;Cerrado
MAURILÂNDIA DO TOCANTINS;TO;Cerrado
MIRACEMA DO TOCANTINS;TO;Cerrado
MIRANORTE;TO;Cerrado
MONTE DO CARMO;TO;Cerrado
NATIVIDADE;TO;Cerrado
NAZARÉ;TO;Cerrado
NOVA OLINDA;TO;Cerrado
NOVA ROSALÂNDIA;TO;Cerrado
NOVO ALEGRE;TO;Cerrado
NOVO JARDIM;TO;Cerrado
OLIVEIRA DE FÁTIMA;TO;Cerrado
PALMEIRANTE;TO;Cerrado
PALMEIRAS DO TOCANTINS;TO;Cerrado
PARAÍSO DO TOCANTINS;TO;Cerrado
PAU D'ARCO;TO;Cerrado
PEDRO AFONSO;TO;Cerrado
PEQUIZEIRO;TO;Cerrado
PINDORAMA DO TOCANTINS;TO;Cerrado
PIRAQUÊ;TO;Cerrado
PONTE ALTA DO BOM JESUS;TO;Cerrado
PORTO ALEGRE DO TOCANTINS;TO;Cerrado
PRAIA NORTE;TO;Cerrado
PRESIDENTE KENNEDY;TO;Cerrado
PUGMIL;TO;Cerrado
RECURSOLÂNDIA;TO;Cerrado
RIACHINHO;TO;Cerrado
RIO SONO;TO;Cerrado
RIO DOS BOIS;TO;Cerrado
SAMPAIO;TO;Cerrado
SANTA MARIA DO TOCANTINS;TO;Cerrado
SANTA RITA DO TOCANTINS;TO;Cerrado
SANTA ROSA DO TOCANTINS;TO;Cerrado
SANTA TEREZA DO TOCANTINS;TO;Cerrado
SANTA TEREZINHA DO TOCANTINS;TO;Cerrado
SILVANÓPOLIS;TO;Cerrado
SUCUPIRA;TO;Cerrado
SÃO BENTO DO TOCANTINS;TO;Cerrado
SÃO MIGUEL DO TOCANTINS;TO;Cerrado
SÃO VALÉRIO;TO;Cerrado
SÍTIO NOVO DO TOCANTINS;TO;Cerrado
TABOCÃO;TO;Cerrado
TAGUATINGA;TO;Cerrado
TAIPAS DO TOCANTINS;TO;Cerrado
TALISMÃ;TO;Cerrado
TOCANTINÓPOLIS;TO;Cerrado
TUPIRAMA;TO;Cerrado
TUPIRATINS;TO;Cerrado
ANADIA;AL;Mata Atlântica
ARAPIRACA;AL;Mata Atlântica
BELÉM;AL;Mata Atlântica
CAJUEIRO;AL;Mata Atlântica
CAMPESTRE;AL;Mata Atlântica
CAPELA;AL;Mata Atlântica
ESTRELA DE ALAGOAS;AL;Mata Atlântica
FEIRA GRANDE;AL;Mata Atlântica
IGREJA NOVA;AL;Mata Atlântica
JACUÍPE;AL;Mata Atlântica
JEQUIÁ DA PRAIA;AL;Mata Atlântica
JUNDIÁ;AL;Mata Atlântica
LIMOEIRO DE ANADIA;AL;Mata Atlântica
MAR VERMELHO;AL;Mata Atlântica
MARAGOGI;AL;Mata Atlântica
MARIBONDO;AL;Mata Atlântica
MATRIZ DE CAMARAGIBE;AL;Mata Atlântica
PALMEIRA DOS ÍNDIOS;AL;Mata Atlântica
PARIPUEIRA;AL;Mata Atlântica
PASSO DE CAMARAGIBE;AL;Mata Atlântica
PAULO JACINTO;AL;Mata Atlântica
PINDOBA;AL;Mata Atlântica
PORTO REAL DO COLÉGIO;AL;Mata Atlântica
ROTEIRO;AL;Mata Atlântica
SANTANA DO MUNDAÚ;AL;Mata Atlântica
SÃO BRÁS;AL;Mata Atlântica
SÃO MIGUEL DOS MILAGRES;AL;Mata Atlântica
SÃO SEBASTIÃO;AL;Mata Atlântica
TAQUARANA;AL;Mata Atlântica
VIÇOSA;AL;Mata Atlântica
ACAJUTIBA;BA;Mata Atlântica
AIQUARA;BA;Mata Atlântica
ALAGOINHAS;BA;Mata Atlântica
ALCOBAÇA;BA;Mata Atlântica
AMARGOSA;BA;Mata Atlântica
AMÉLIA RODRIGUES;BA;Mata Atlântica
ANAGÉ;BA;Mata Atlântica
ANGUERA;BA;Mata Atlântica
APORÁ;BA;Mata Atlântica
APUAREMA;BA;Mata Atlântica
ARAMARI;BA;Mata Atlântica
ARATUÍPE;BA;Mata Atlântica
ARAÇÁS;BA;Mata Atlântica
AURELINO LEAL;BA;Mata Atlântica
BARRA DO ROCHA;BA;Mata Atlântica
BARRO PRETO;BA;Mata Atlântica
BELO CAMPO;BA;Mata Atlântica
BREJÕES;BA;Mata Atlântica
BUERAREMA;BA;Mata Atlântica
CAATIBA;BA;Mata Atlântica
CANAVIEIRAS;BA;Mata Atlântica
CANDEAL;BA;Mata Atlântica
CARDEAL DA SILVA;BA;Mata Atlântica
CASTRO ALVES;BA;Mata Atlântica
CONCEIÇÃO DO ALMEIDA;BA;Mata Atlântica
CONCEIÇÃO DO JACUÍPE;BA;Mata Atlântica
CORAÇÃO DE MARIA;BA;Mata Atlântica
CRAVOLÂNDIA;BA;Mata Atlântica
CRUZ DAS ALMAS;BA;Mata Atlântica
CÂNDIDO SALES;BA;Mata Atlântica
DOM MACEDO COSTA;BA;Mata Atlântica
ELÍSIO MEDRADO;BA;Mata Atlântica
ENCRUZILHADA;BA;Mata Atlântica
EUNÁPOLIS;BA;Mata Atlântica
FIRMINO ALVES;BA;Mata Atlântica
FLORESTA AZUL;BA;Mata Atlântica
GANDU;BA;Mata Atlântica
GONGOGI;BA;Mata Atlântica
IBICUÍ;BA;Mata Atlântica
IBIRAPUÃ;BA;Mata Atlântica
IBIRATAIA;BA;Mata Atlântica
INHAMBUPE;BA;Mata Atlântica
IPECAETÁ;BA;Mata Atlântica
IPIAÚ;BA;Mata Atlântica
IRAJUBA;BA;Mata Atlântica
IRARÁ;BA;Mata Atlântica
ITABELA;BA;Mata Atlântica
ITABUNA;BA;Mata Atlântica
ITAGI;BA;Mata Atlântica
ITAGIBÁ;BA;Mata Atlântica
ITAGIMIRIM;BA;Mata Atlântica
ITAJU DO COLÔNIA;BA;Mata Atlântica
ITAMARAJU;BA;Mata Atlântica
ITAMARI;BA;Mata Atlântica
ITAMBÉ;BA;Mata Atlântica
ITANHÉM;BA;Mata Atlântica
ITAPETINGA;BA;Mata Atlântica
ITAPICURU;BA;Mata Atlântica
ITAPITANGA;BA;Mata Atlântica
ITAPÉ;BA;Mata Atlântica
ITAQUARA;BA;Mata Atlântica
ITARANTIM;BA;Mata Atlântica
ITATIM;BA;Mata Atlântica
ITIRUÇU;BA;Mata Atlântica
ITORORÓ;BA;Mata Atlântica
JAGUAQUARA;BA;Mata Atlântica
JEQUIÉ;BA;Mata Atlântica
JITAÚNA;BA;Mata Atlântica
JUCURUÇU;BA;Mata Atlântica
LAFAIETE COUTINHO;BA;Mata Atlântica
LAJE;BA;Mata Atlântica
LAJEDO DO TABOCAL;BA;Mata Atlântica
LAJEDÃO;BA;Mata Atlântica
MACARANI;BA;Mata Atlântica
MAIQUINIQUE;BA;Mata Atlântica
MASCOTE;BA;Mata Atlântica
MEDEIROS NETO;BA;Mata Atlântica
MILAGRES;BA;Mata Atlântica
MUNIZ FERREIRA;BA;Mata Atlântica
MUTUÍPE;BA;Mata Atlântica
NAZARÉ;BA;Mata Atlântica
NOVA CANAÃ;BA;Mata Atlântica
NOVA IBIÁ;BA;Mata Atlântica
NOVA ITARANA;BA;Mata Atlântica
NOVA VIÇOSA;BA;Mata Atlântica
OURIÇANGAS;BA;Mata Atlântica
PEDRÃO;BA;Mata Atlântica
PIRIPÁ;BA;Mata Atlântica
PLANALTINO;BA;Mata Atlântica
PLANALTO;BA;Mata Atlântica
POTIRAGUÁ;BA;Mata Atlântica
POÇÕES;BA;Mata Atlântica
PRESIDENTE TANCREDO NEVES;BA;Mata Atlântica
RAFAEL JAMBEIRO;BA;Mata Atlântica
RIACHÃO DO JACUÍPE;BA;Mata Atlântica
RIBEIRÃO DO LARGO;BA;Mata Atlântica
RIO REAL;BA;Mata Atlântica
SANTA BÁRBARA;BA;Mata Atlântica
SANTA CRUZ DA VITÓRIA;BA;Mata Atlântica
SANTA INÊS;BA;Mata Atlântica
SANTA LUZIA;BA;Mata Atlântica
SANTA TEREZINHA;BA;Mata Atlântica
SANTO ANTÔNIO DE JESUS;BA;Mata Atlântica
SAPEAÇU;BA;Mata Atlântica
SERRA PRETA;BA;Mata Atlântica
SÁTIRO DIAS;BA;Mata Atlântica
SÃO FELIPE;BA;Mata Atlântica
SÃO MIGUEL DAS MATAS;BA;Mata Atlântica
TANQUINHO;BA;Mata Atlântica
TEIXEIRA DE FREITAS;BA;Mata Atlântica
TEODORO SAMPAIO;BA;Mata Atlântica
TERRA NOVA;BA;Mata Atlântica
TREMEDAL;BA;Mata Atlântica
UBAITABA;BA;Mata Atlântica
UBATÃ;BA;Mata Atlântica
VEREDA;BA;Mata Atlântica
VITÓRIA DA CONQUISTA;BA;Mata Atlântica
ÁGUA FRIA;BA;Mata Atlântica
BRASÍLIA;DF;Mata Atlântica
ALTO RIO NOVO;ES;Mata Atlântica
APIACÁ;ES;Mata Atlântica
ATÍLIO VIVÁCQUA;ES;Mata Atlântica
BARRA DE SÃO FRANCISCO;ES;Mata Atlântica
BOA ESPERANÇA;ES;Mata Atlântica
BOM JESUS DO NORTE;ES;Mata Atlântica
COLATINA;ES;Mata Atlântica
CONCEIÇÃO DO CASTELO;ES;Mata Atlântica
ECOPORANGA;ES;Mata Atlântica
GOVERNADOR LINDENBERG;ES;Mata Atlântica
IBATIBA;ES;Mata Atlântica
ICONHA;ES;Mata Atlântica
ITARANA;ES;Mata Atlântica
JERÔNIMO MONTEIRO;ES;Mata Atlântica
JOÃO NEIVA;ES;Mata Atlântica
LARANJA DA TERRA;ES;Mata Atlântica
MANTENÓPOLIS;ES;Mata Atlântica
MARILÂNDIA;ES;Mata Atlântica
MUCURICI;ES;Mata Atlântica
PEDRO CANÁRIO;ES;Mata Atlântica
PONTO BELO;ES;Mata Atlântica
RIO BANANAL;ES;Mata Atlântica
RIO NOVO DO SUL;ES;Mata Atlântica
SÃO DOMINGOS DO NORTE;ES;Mata Atlântica
SÃO GABRIEL DA PALHA;ES;Mata Atlântica
SÃO JOSÉ DO CALÇADO;ES;Mata Atlântica
SÃO MATEUS;ES;Mata Atlântica
SÃO ROQUE DO CANAÃ;ES;Mata Atlântica
VENDA NOVA DO IMIGRANTE;ES;Mata Atlântica
VILA PAVÃO;ES;Mata Atlântica
ÁGUA DOCE DO NORTE;ES;Mata Atlântica
BURITI ALEGRE;GO;Mata Atlântica
CACHOEIRA ALTA;GO;Mata Atlântica
CACHOEIRA DOURADA;GO;Mata Atlântica
CALDAS NOVAS;GO;Mata Atlântica
CAÇU;GO;Mata Atlântica
CORUMBAÍBA;GO;Mata Atlântica
CUMARI;GO;Mata Atlântica
GOUVELÂNDIA;GO;Mata Atlântica
INACIOLÂNDIA;GO;Mata Atlântica
ITAJÁ;GO;Mata Atlântica
ITARUMÃ;GO;Mata Atlântica
ITUMBIARA;GO;Mata Atlântica
MORRINHOS;GO;Mata Atlântica
PARANAIGUARA;GO;Mata Atlântica
QUIRINÓPOLIS;GO;Mata Atlântica
RIO QUENTE;GO;Mata Atlântica
SÃO SIMÃO;GO;Mata Atlântica
ANAURILÂNDIA;MS;Mata Atlântica
ANGÉLICA;MS;Mata Atlântica
ARAL MOREIRA;MS;Mata Atlântica
BATAGUASSU;MS;Mata Atlântica
CAARAPÓ;MS;Mata Atlântica
CORONEL SAPUCAIA;MS;Mata Atlântica
DEODÁPOLIS;MS;Mata Atlântica
DOURADINA;MS;Mata Atlântica
FÁTIMA DO SUL;MS;Mata Atlântica
ITAPORÃ;MS;Mata Atlântica
JUTI;MS;Mata Atlântica
LAGUNA CARAPÃ;MS;Mata Atlântica
MARACAJU;MS;Mata Atlântica
NOVA ALVORADA DO SUL;MS;Mata Atlântica
PARANAÍBA;MS;Mata Atlântica
PARANHOS;MS;Mata Atlântica
SANTA RITA DO PARDO;MS;Mata Atlântica
SELVÍRIA;MS;Mata Atlântica
VICENTINA;MS;Mata Atlântica
ABRE CAMPO;MG;Mata Atlântica
ACAIACA;MG;Mata Atlântica
AGUANIL;MG;Mata Atlântica
AIMORÉS;MG;Mata Atlântica
ALBERTINA;MG;Mata Atlântica
ALFREDO VASCONCELOS;MG;Mata Atlântica
ALPERCATA;MG;Mata Atlântica
ALPINÓPOLIS;MG;Mata Atlântica
ALTEROSA;MG;Mata Atlântica
ALTO RIO DOCE;MG;Mata Atlântica
ALVARENGA;MG;Mata Atlântica
ALVINÓPOLIS;MG;Mata Atlântica
ALVORADA DE MINAS;MG;Mata Atlântica
ALÉM PARAÍBA;MG;Mata Atlântica
AMPARO DO SERRA;MG;Mata Atlântica
ANDRADAS;MG;Mata Atlântica
ANGELÂNDIA;MG;Mata Atlântica
ANTÔNIO CARLOS;MG;Mata Atlântica
ANTÔNIO PRADO DE MINAS;MG;Mata Atlântica
ARACITABA;MG;Mata Atlântica
ARAGUARI;MG;Mata Atlântica
ARANTINA;MG;Mata Atlântica
ARAPORÃ;MG;Mata Atlântica
ARAÇUAÍ;MG;Mata Atlântica
ARCEBURGO;MG;Mata Atlântica
ARCOS;MG;Mata Atlântica
AREADO;MG;Mata Atlântica
ARGIRITA;MG;Mata Atlântica
ARICANDUVA;MG;Mata Atlântica
ASTOLFO DUTRA;MG;Mata Atlântica
ATALÉIA;MG;Mata Atlântica
BANDEIRA DO SUL;MG;Mata Atlântica
BARRA LONGA;MG;Mata Atlântica
BARROSO;MG;Mata Atlântica
BARÃO DE MONTE ALTO;MG;Mata Atlântica
BELA VISTA DE MINAS;MG;Mata Atlântica
BELMIRO BRAGA;MG;Mata Atlântica
BELO ORIENTE;MG;Mata Atlântica
BELO VALE;MG;Mata Atlântica
BERIZAL;MG;Mata Atlântica
BERTÓPOLIS;MG;Mata Atlântica
BIAS FORTES;MG;Mata Atlântica
BICAS;MG;Mata Atlântica
BOA ESPERANÇA;MG;Mata Atlântica
BOM JARDIM DE MINAS;MG;Mata Atlântica
BOM JESUS DA PENHA;MG;Mata Atlântica
BOM JESUS DO AMPARO;MG;Mata Atlântica
BOM REPOUSO;MG;Mata Atlântica
BORDA DA MATA;MG;Mata Atlântica
BOTELHOS;MG;Mata Atlântica
BRAÚNAS;MG;Mata Atlântica
BRÁS PIRES;MG;Mata Atlântica
BUGRE;MG;Mata Atlântica
CABO VERDE;MG;Mata Atlântica
CACHOEIRA DOURADA;MG;Mata Atlântica
CACHOEIRA DE MINAS;MG;Mata Atlântica
CACHOEIRA DE PAJEÚ;MG;Mata Atlântica
CAIANA;MG;Mata Atlântica
CAJURI;MG;Mata Atlântica
CALDAS;MG;Mata Atlântica
CAMACHO;MG;Mata Atlântica
CAMBUQUIRA;MG;Mata Atlântica
CAMPANHA;MG;Mata Atlântica
CAMPANÁRIO;MG;Mata Atlântica
CAMPINA VERDE;MG;Mata Atlântica
CAMPO BELO;MG;Mata Atlântica
CAMPO FLORIDO;MG;Mata Atlântica
CAMPO DO MEIO;MG;Mata Atlântica
CAMPOS GERAIS;MG;Mata Atlântica
CANA VERDE;MG;Mata Atlântica
CANAÃ;MG;Mata Atlântica
CANDEIAS;MG;Mata Atlântica
CANTAGALO;MG;Mata Atlântica
CANÁPOLIS;MG;Mata Atlântica
CAPELA NOVA;MG;Mata Atlântica
CAPELINHA;MG;Mata Atlântica
CAPETINGA;MG;Mata Atlântica
CAPINÓPOLIS;MG;Mata Atlântica
CAPITÃO ANDRADE;MG;Mata Atlântica
CAPUTIRA;MG;Mata Atlântica
CARANAÍBA;MG;Mata Atlântica
CARANDAÍ;MG;Mata Atlântica
CARANGOLA;MG;Mata Atlântica
CAREAÇU;MG;Mata Atlântica
CARLOS CHAGAS;MG;Mata Atlântica
CARMO DA CACHOEIRA;MG;Mata Atlântica
CARMO DA MATA;MG;Mata Atlântica
CARMO DO CAJURU;MG;Mata Atlântica
CARMO DO RIO CLARO;MG;Mata Atlântica
CARMÉSIA;MG;Mata Atlântica
CARNEIRINHO;MG;Mata Atlântica
CARVALHOS;MG;Mata Atlântica
CASA GRANDE;MG;Mata Atlântica
CATAS ALTAS DA NORUEGA;MG;Mata Atlântica
CENTRAL DE MINAS;MG;Mata Atlântica
CENTRALINA;MG;Mata Atlântica
CHALÉ;MG;Mata Atlântica
CHAPADA DO NORTE;MG;Mata Atlântica
CHIADOR;MG;Mata Atlântica
CHÁCARA;MG;Mata Atlântica
CIPOTÂNEA;MG;Mata Atlântica
CLARAVAL;MG;Mata Atlântica
COIMBRA;MG;Mata Atlântica
COLUNA;MG;Mata Atlântica
COMERCINHO;MG;Mata Atlântica
CONCEIÇÃO DA APARECIDA;MG;Mata Atlântica
CONCEIÇÃO DA BARRA DE MINAS;MG;Mata Atlântica
CONCEIÇÃO DAS ALAGOAS;MG;Mata Atlântica
CONCEIÇÃO DAS PEDRAS;MG;Mata Atlântica
CONCEIÇÃO DE IPANEMA;MG;Mata Atlântica
CONCEIÇÃO DO PARÁ;MG;Mata Atlântica
CONCEIÇÃO DO RIO VERDE;MG;Mata Atlântica
CONCEIÇÃO DOS OUROS;MG;Mata Atlântica
CONGONHAS DO NORTE;MG;Mata Atlântica
CONQUISTA;MG;Mata Atlântica
CONSELHEIRO LAFAIETE;MG;Mata Atlântica
CONSOLAÇÃO;MG;Mata Atlântica
COQUEIRAL;MG;Mata Atlântica
CORDISLÂNDIA;MG;Mata Atlântica
COROACI;MG;Mata Atlântica
CORONEL MURTA;MG;Mata Atlântica
CORONEL PACHECO;MG;Mata Atlântica
COUTO DE MAGALHÃES DE MINAS;MG;Mata Atlântica
CRISTAIS;MG;Mata Atlântica
CRISTIANO OTONI;MG;Mata Atlântica
CRISTINA;MG;Mata Atlântica
CRUCILÂNDIA;MG;Mata Atlântica
CRUZÍLIA;MG;Mata Atlântica
CUPARAQUE;MG;Mata Atlântica
CURRAL DE DENTRO;MG;Mata Atlântica
CÁSSIA;MG;Mata Atlântica
CÓRREGO FUNDO;MG;Mata Atlântica
CÓRREGO NOVO;MG;Mata Atlântica
CÓRREGO DO BOM JESUS;MG;Mata Atlântica
DATAS;MG;Mata Atlântica
DELTA;MG;Mata Atlântica
DESTERRO DE ENTRE RIOS;MG;Mata Atlântica
DESTERRO DO MELO;MG;Mata Atlântica
DIOGO DE VASCONCELOS;MG;Mata Atlântica
DIVINO DAS LARANJEIRAS;MG;Mata Atlântica
DIVINOLÂNDIA DE MINAS;MG;Mata Atlântica
DIVINÉSIA;MG;Mata Atlântica
DIVINÓPOLIS;MG;Mata Atlântica
DIVISA ALEGRE;MG;Mata Atlântica
DIVISA NOVA;MG;Mata Atlântica
DIVISÓPOLIS;MG;Mata Atlântica
DOM CAVATI;MG;Mata Atlântica
DOM JOAQUIM;MG;Mata Atlântica
DOM SILVÉRIO;MG;Mata Atlântica
DOM VIÇOSO;MG;Mata Atlântica
DONA EUZÉBIA;MG;Mata Atlântica
DORES DE CAMPOS;MG;Mata Atlântica
DORES DO TURVO;MG;Mata Atlântica
DURANDÉ;MG;Mata Atlântica
ELÓI MENDES;MG;Mata Atlântica
ENGENHEIRO CALDAS;MG;Mata Atlântica
ENTRE FOLHAS;MG;Mata Atlântica
ENTRE RIOS DE MINAS;MG;Mata Atlântica
ESMERALDAS;MG;Mata Atlântica
ESTRELA DALVA;MG;Mata Atlântica
EUGENÓPOLIS;MG;Mata Atlântica
EWBANK DA CÂMARA;MG;Mata Atlântica
FARIA LEMOS;MG;Mata Atlântica
FELISBURGO;MG;Mata Atlântica
FELÍCIO DOS SANTOS;MG;Mata Atlântica
FERNANDES TOURINHO;MG;Mata Atlântica
FERROS;MG;Mata Atlântica
FLORESTAL;MG;Mata Atlântica
FORMIGA;MG;Mata Atlântica
FORTALEZA DE MINAS;MG;Mata Atlântica
FRANCISCO BADARÓ;MG;Mata Atlântica
FRANCISCÓPOLIS;MG;Mata Atlântica
FREI GASPAR;MG;Mata Atlântica
FREI INOCÊNCIO;MG;Mata Atlântica
FREI LAGONEGRO;MG;Mata Atlântica
FRONTEIRA;MG;Mata Atlântica
FRONTEIRA DOS VALES;MG;Mata Atlântica
FRUTA DE LEITE;MG;Mata Atlântica
FRUTAL;MG;Mata Atlântica
GALILÉIA;MG;Mata Atlântica
GOIABEIRA;MG;Mata Atlântica
GOIANÁ;MG;Mata Atlântica
GONZAGA;MG;Mata Atlântica
GUARANI;MG;Mata Atlântica
GUARANÉSIA;MG;Mata Atlântica
GUARARÁ;MG;Mata Atlântica
GUAXUPÉ;MG;Mata Atlântica
GUIDOVAL;MG;Mata Atlântica
GUIRICEMA;MG;Mata Atlântica
GURINHATÃ;MG;Mata Atlântica
HELIODORA;MG;Mata Atlântica
IAPU;MG;Mata Atlântica
IBERTIOGA;MG;Mata Atlântica
IBIRACI;MG;Mata Atlântica
IBITIÚRA DE MINAS;MG;Mata Atlântica
IBITURUNA;MG;Mata Atlântica
IGARAPÉ;MG;Mata Atlântica
IGARATINGA;MG;Mata Atlântica
IMBÉ DE MINAS;MG;Mata Atlântica
INCONFIDENTES;MG;Mata Atlântica
INDAIABIRA;MG;Mata Atlântica
INGAÍ;MG;Mata Atlântica
INHAPIM;MG;Mata Atlântica
IPANEMA;MG;Mata Atlântica
IPATINGA;MG;Mata Atlântica
IPIAÇU;MG;Mata Atlântica
ITABIRINHA;MG;Mata Atlântica
ITAGUARA;MG;Mata Atlântica
ITAJUBÁ;MG;Mata Atlântica
ITAMARANDIBA;MG;Mata Atlântica
ITAMBACURI;MG;Mata Atlântica
ITAMBÉ DO MATO DENTRO;MG;Mata Atlântica
ITAMOGI;MG;Mata Atlântica
ITANHOMI;MG;Mata Atlântica
ITAOBIM;MG;Mata Atlântica
ITAPAGIPE;MG;Mata Atlântica
ITAPECERICA;MG;Mata Atlântica
ITATIAIUÇU;MG;Mata Atlântica
ITAÚ DE MINAS;MG;Mata Atlântica
ITAÚNA;MG;Mata Atlântica
ITINGA;MG;Mata Atlântica
ITUIUTABA;MG;Mata Atlântica
ITUMIRIM;MG;Mata Atlântica
ITURAMA;MG;Mata Atlântica
ITUTINGA;MG;Mata Atlântica
JACINTO;MG;Mata Atlântica
JACUÍ;MG;Mata Atlântica
JAGUARAÇU;MG;Mata Atlântica
JAMPRUCA;MG;Mata Atlântica
JAPARAÍBA;MG;Mata Atlântica
JENIPAPO DE MINAS;MG;Mata Atlântica
JEQUERI;MG;Mata Atlântica
JESUÂNIA;MG;Mata Atlântica
JOANÉSIA;MG;Mata Atlântica
JOAÍMA;MG;Mata Atlântica
JORDÂNIA;MG;Mata Atlântica
JOSÉ RAYDAN;MG;Mata Atlântica
JUATUBA;MG;Mata Atlântica
JURUAIA;MG;Mata Atlântica
LAGOA DOURADA;MG;Mata Atlântica
LAGOA DA PRATA;MG;Mata Atlântica
LAJINHA;MG;Mata Atlântica
LAMIM;MG;Mata Atlântica
LARANJAL;MG;Mata Atlântica
LAVRAS;MG;Mata Atlântica
LEANDRO FERREIRA;MG;Mata Atlântica
LIMEIRA DO OESTE;MG;Mata Atlântica
LUMINÁRIAS;MG;Mata Atlântica
MACHACALIS;MG;Mata Atlântica
MADRE DE DEUS DE MINAS;MG;Mata Atlântica
MANHUAÇU;MG;Mata Atlântica
MANHUMIRIM;MG;Mata Atlântica
MANTENA;MG;Mata Atlântica
MARAVILHAS;MG;Mata Atlântica
MARIA DA FÉ;MG;Mata Atlântica
MARILAC;MG;Mata Atlântica
MARIPÁ DE MINAS;MG;Mata Atlântica
MARTINS SOARES;MG;Mata Atlântica
MATA VERDE;MG;Mata Atlântica
MATERLÂNDIA;MG;Mata Atlântica
MATEUS LEME;MG;Mata Atlântica
MATHIAS LOBATO;MG;Mata Atlântica
MATIAS BARBOSA;MG;Mata Atlântica
MATIPÓ;MG;Mata Atlântica
MEDINA;MG;Mata Atlântica
MENDES PIMENTEL;MG;Mata Atlântica
MERCÊS;MG;Mata Atlântica
MESQUITA;MG;Mata Atlântica
